Al,Zn,Cu,Mg,Si,Zr,Mn,Ag,Li,Ca,Fe,Ti,Sn,Cr,Ge,Sc,Crack Susceptibility Level,Hardness,Observations
0.8905340433602331,0.0626,0.0207,0.0167,0.0045942167541083,0.0003288110303122,0.0009854153287243,0.0001788225156752,0.0001772163852523,0.0001945219921211,0.0015376587077558,0.0005555276765562,0.0001168098700685,0.0005,0.0001393049555235,0.000157651423669,Medium,30.26,High Zn can contribute to segregation but strengthens alloy.
0.886476143586361,0.068,0.0104,0.025,0.0042720590636899,0.0004517921916934,0.0006304801398671,0.0001509307502897,5.0098008614194936e-05,0.0001519449773592,0.0028501388645325,0.0002808403197931,0.0003538685093015,0.0007,9.97425273661751e-05,0.0001319610611318,Medium,30.26,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.9145185821071822,0.0300535804645772,0.0160956433397989,0.0305147875124998,0.0019909239580046,0.0003495885981969,0.0012472935746797,0.0001506736210069,8.31858044669096e-05,0.0001721580168903,0.0028088717635592,0.0003635398330308,0.0001204541525768,0.0012786464642366,0.0001255017695909,0.0001265690197019,Very Low,30.19,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.8770580397053,0.0516,0.0295,0.0298,0.0016820964947491,0.0017083978090634,0.001394404817723,0.0001127500796153,0.0001697439795813,9.059659129726488e-05,0.0049988706931445,0.0006493004049798,0.0003261321018286,0.0007,7.979668653461088e-05,0.0001298706361825,Low,30.29,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.8884076555751961,0.052,0.0232,0.0265,0.0042324815182576,0.0015595368954585,0.0013054616343401,6.370872294976647e-05,0.0001696598395022,6.34815277604241e-05,0.0013270361277954,0.0003919003778038,0.0004575958840031,0.0001,6.635204234613931e-05,0.0001551298545865,Medium,30.26,"Mg helps refine grains, reducing cracking tendency."
0.9100936730699072,0.0241981118619117,0.0174996047039917,0.0389805428944071,0.0010486178987592,0.0009468801067788,0.00135052439148,5.28717301995255e-05,0.0001960700620035,0.0001860562940622,0.0036546846614505,0.0001217725875022,0.0001910998944412,0.001205139640482,0.0001212650511037,0.0001530851515191,Very Low,30.2,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.8826463112592545,0.068,0.0177,0.0182,0.0042404535787167,0.0007669964855814,0.0017901835957838,5.149681649876741e-05,0.0001853619549929,0.0001931848893288,0.004385809166938,0.0008065148894533,0.0002538045310579,0.0006,0.000110522145354,6.936068703963222e-05,Medium,30.27,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.8867916181818366,0.0507,0.0217,0.0299,0.0048497891797684,0.000806688754687,0.0017370214488877,0.0001056669407645,8.572199804985446e-05,0.0001014096388141,0.0010802847911109,0.0005859614172525,0.0004276254055446,0.0008,0.0001918624553338,0.0001363497879496,Low,30.26,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.8932700319755036,0.0582,0.021,0.0215,0.0017839314496765,0.0008092616525215,0.0011028963704138,6.154692005974494e-05,0.0001231751477816,5.602082886280498e-05,0.0011151307052533,0.000469925622826,0.0002647062166338,0.0,0.0001518599906743,9.151311979269627e-05,Medium,30.26,Balanced composition with moderate crack susceptibility.
0.8833544876287781,0.0554,0.022,0.028,0.0046016722286533,0.0003168704959173,0.0010188245854294,0.0001929222525503,0.0001662866077752,0.0001249938487947,0.0030304415147378,0.000458796724995,0.0003682929247623,0.0007,0.0001016137426774,0.0001647974449288,Low,30.27,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.8879880360713185,0.0661,0.0156,0.0177,0.0028242799368681,0.0016675432530551,0.0019163997336701,5.848784842200734e-05,7.512366336411615e-05,0.0001509638196366,0.0043533148188445,0.0005372845832676,0.0002675173276296,0.0004,0.0001715241634939,0.0001895247804293,Medium,30.26,High Zn can contribute to segregation but strengthens alloy.
0.8771423798086418,0.0683,0.0202,0.0225,0.0030990257265289,0.0011106338961402,0.0013519178458289,0.000110679107836,0.000107839638877,0.0001843534916399,0.0042422133231273,0.0009082274940549,0.0004599333382749,0.0,0.0001844861987703,9.831013027935946e-05,Medium,30.29,High Zn can contribute to segregation but strengthens alloy.
0.883578111254481,0.0579,0.0251,0.0218,0.0039630744710168,0.0019284880057965,0.0006086703316918,6.035688594718996e-05,9.49913104665534e-05,0.0001163050131396,0.0032795587394852,0.000392208334201,0.0003525230212367,0.0005,0.0001988203459217,0.0001268922866154,Medium,30.28,Balanced composition with moderate crack susceptibility.
0.8906658203332125,0.058,0.0196,0.0244,0.001563696899899,0.0006950533491952,0.0008581657186524,5.226660263217126e-05,0.0001361431362635,6.889327945690374e-05,0.0025689761803989,0.0007007949093623,0.0001805455128543,0.0003,8.842872716590324e-05,0.0001212153509065,Medium,30.26,Balanced composition with moderate crack susceptibility.
0.8817218987081493,0.0634,0.0224,0.0261,0.0010202463353848,0.0003298390177232,0.0009104399994224,0.0001158815901874,9.224240631584476e-05,6.290482355494148e-05,0.002018562619055,0.000657629159408,0.0002168872921847,0.0006,0.0001730379978417,0.0001804300507722,Low,30.28,"High Zn can contribute to segregation but strengthens alloy. Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.9065562350216562,0.0379267163704224,0.0129314773026101,0.0301300192351073,0.0030923913766805,0.0019494370865342,0.0011533749722193,0.0001102830799836,0.0001139181856928,0.000136339014296,0.0033873713956675,0.0008577402101126,0.0004176842650197,0.0010855085308544,5.588975774729904e-05,9.561419539569258e-05,Very Low,30.21,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.8850009105002872,0.058,0.0216,0.023,0.0040838687198182,0.0005428891342769,0.0008460047175766,7.828109086238767e-05,0.0001234436693075,9.979572571037682e-05,0.004587153639624,0.0007519049354158,0.0002148551832338,0.0009,0.000114119979225,5.677270466184379e-05,Medium,30.27,Cr enhances grain boundary strength and reduces cracking.
0.8843333417700837,0.054,0.0287,0.0253,0.0022676880206251,0.0008868267544401,0.0006877786883038,6.758058585203502e-05,0.0001536583719108,0.0001258897481479,0.0023396224586283,0.0003170813118395,0.0004317147197267,0.0002,0.0001263341105104,6.248345993121085e-05,Medium,30.28,"Mg helps refine grains, reducing cracking tendency."
0.890092593507116,0.059,0.0171,0.021,0.003788062963981,0.0012004215307075,0.00108874033461,0.0001211382531465,0.0001394122932857,0.0001472350203211,0.0040498347429627,0.000763621369649,0.0003366788649225,0.0009,0.0001786295911627,9.363152813473738e-05,Medium,30.25,Cr enhances grain boundary strength and reduces cracking.
0.9099511378701312,0.0514,0.012,0.0153,0.0024654473731747,0.0009098163932089,0.001956587367748,9.98684235723068e-05,6.514671602266416e-05,0.0001739097026822,0.0043684756925428,0.0001912787456042,0.0001209031517144,0.0007,0.0001395417835119,0.0001578867800863,Medium,30.21,Cr enhances grain boundary strength and reduces cracking.
0.8953792273812404,0.0601,0.0129,0.0244,0.0013746990713123,0.0016266394100706,0.0011485022015639,6.253315062660347e-05,0.0001903226770291,0.0001846902940165,0.0012659850694671,0.0003729476328108,0.0001386137880781,0.0007,8.063631595526434e-05,7.520300782890178e-05,Medium,30.25,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.885741631466112,0.0662,0.0165,0.0196,0.004960215400417,0.0003133307043122,0.0016963386509557,0.0001261707595938,0.0001602388771092,0.0001824910402139,0.0022468882711821,0.0008599213744656,0.000340769372406,0.0007,0.0001980343918082,0.0001739696914238,Medium,30.27,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.85,0.0902335488423133,0.0679041367537439,0.0153211348526531,0.0027661220054935,0.001671378983481,0.0005074099714016,0.0001345093026068,0.0001405293209751,8.553859908450853e-05,0.0020747094375397,0.0006293820402535,0.0001464555840802,0.0001428688045359,0.0001197554501331,0.0001975011152621,Very High,30.47,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.8976243207912582,0.0625,0.0166,0.016,0.0016239780813448,0.0004857491575263,0.001488175050066,0.0001749245565182,0.0001433945800397,9.0226155161737e-05,0.0016504677573795,0.0004589405028072,0.0004037593049671,0.0006,9.284389828433646e-05,6.322016464650373e-05,Medium,30.24,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.8783489293423058,0.0592,0.0268,0.0259,0.0042146883075964,0.0009123976619607,0.0006372302560966,0.0001608084726089,0.0001335177366392,0.0001875902099866,0.0012443118394194,0.000994725425099,0.0002761293673473,0.0007,0.0001713239485237,0.0001183474324159,Low,30.29,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.8982849859052544,0.0536,0.0113,0.0261,0.0036500891374159,0.0011289672764342,0.0014237947822734,0.0001556831642041,7.32387966715164e-05,0.0001141229681135,0.0024326508721313,0.0005351910820479,0.0003891257212833,0.0005,0.0001717799186015,0.0001403703755685,Medium,30.23,"Mg helps refine grains, reducing cracking tendency."
0.8905621381603093,0.0639,0.0214,0.0165,0.0022169689718381,0.0003324973605305,0.000770863017691,0.0001599048575885,6.276552291796781e-05,0.000182912916322,0.0025058534675121,0.0006827272427391,0.0002389373305035,0.0003,0.000128206553221,5.622459882648596e-05,Medium,30.26,High Zn can contribute to segregation but strengthens alloy.
0.8563570905209366,0.0624932536240653,0.0467779617289186,0.0242084188261737,0.0039841795170616,0.0008705377722587,0.0006598895454619,0.000145391049024,5.429786413664818e-05,0.0001994789463197,0.0019813964387252,0.000855822057072,0.0003493623832637,0.0009089274534434,9.37866760246711e-05,6.020559711375046e-05,High,30.35,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.910892490778477,0.0308528926941515,0.0146559801813246,0.0328654125212828,0.0033431023250938,0.0003661809376536,0.0011325813903101,0.0001074198146654,0.0001325995069161,0.000143847618414,0.0028882677804399,0.0005144855475467,0.0001265775377423,0.001590833260569,0.0001907096209352,0.0001966184844775,Very Low,30.2,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.8777963366728041,0.0537,0.0294,0.0266,0.0033946339367881,0.0019252801441402,0.0015983373296143,0.000143731114941,5.4503900799408925e-05,7.308498570406605e-05,0.0042551800788277,0.0004071230448635,0.0001998184799398,0.0003,5.096965366845659e-05,0.0001010006579089,Medium,30.29,"Mg helps refine grains, reducing cracking tendency."
0.8945209304592323,0.0585,0.0117,0.0241,0.0035985315961888,0.0017400034058726,0.0014817668214217,0.000157810942678,0.0001164197204815,0.0001533965618154,0.0014971888939421,0.000985311032737,0.0004491015358264,0.0008,0.0001152893419484,8.424968785529163e-05,Medium,30.24,Cr enhances grain boundary strength and reduces cracking.
0.85,0.0854681414386141,0.0582963900467533,0.0105637549665092,0.0045820929139848,0.0003928785140016,0.0012119463136247,0.000170999757954,0.0001226030858764,0.0001526471373388,0.0045706868443079,0.0002822325041487,0.000342311699781,0.000445888950502,7.425418299109803e-05,0.000184333361131,Very High,30.42,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.8909921641574685,0.0621,0.0149,0.0208,0.0025547091587579,0.0016506764256342,0.0018105156712795,9.459361854610003e-05,9.596952020642304e-05,9.411011932651668e-05,0.0038163190723968,0.0004180792413724,0.0001249092423527,0.0002,0.0001580236191396,0.0001899301535189,Medium,30.25,High Zn can contribute to segregation but strengthens alloy.
0.8892724372042502,0.0669,0.012,0.0223,0.002159005811655,0.0017268754370052,0.0017237496874859,0.0001456532370343,0.0001356890704905,0.0001345879350133,0.0011572485593643,0.0008920711788053,0.0001562846112195,0.001,0.000100886099176,0.0001955111685,Medium,30.26,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.9048453355275744,0.0352157009723379,0.0171324478722299,0.0356127719756949,0.0016257481706843,0.0003153653974347,0.0006224449730458,0.0001706741963647,0.000173104424115,0.0001108134237708,0.0012190465552881,0.0006621972119688,0.0002687312714155,0.0017709671799545,0.0001832287024491,7.14221456709301e-05,Very Low,30.22,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.9175498533517952,0.0242289601399308,0.0132207916558317,0.0332749735217791,0.0024036600502083,0.0015822220414595,0.0014586799067232,0.0001796649870302,0.0001532068335611,7.685474561623757e-05,0.0035339128793045,0.0006780929733147,0.0002255866869509,0.0011197621318192,0.0001615857780953,0.0001521923165798,Very Low,30.18,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.8873585373945387,0.0575,0.0157,0.028,0.0011858016508799,0.0019962954546593,0.001743373211226,0.0001448423230456,0.0001159610729761,0.0001040711757712,0.0044588895050202,0.0005852451490077,0.0003616698405896,0.0006,7.711777258435694e-05,6.819544970083013e-05,Low,30.26,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.85,0.0855995818732056,0.061432253789398,0.0176949293319193,0.0042874402371614,0.0012924137268739,0.0015570211441049,0.0001395277815331,7.403384014647595e-05,0.0001673638718319,0.0046571952262419,0.000842544469162,0.0002361548417018,0.000174817499423,0.0001353433224922,0.0001762433011314,Very High,30.45,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.9095543939025348,0.0294413389021999,0.0103654966784809,0.0356484113326261,0.0048795153068305,0.0005771600727837,0.0016076738138769,0.0001668653879593,0.0001316297993755,0.0001987299163741,0.004747318957299,0.0008485273393081,0.0004856115388662,0.0010657086394283,0.0001846932824277,9.6925129628633e-05,Very Low,30.19,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.8850935581868653,0.0566,0.0235,0.0263,0.0017986951286334,0.0006581984385742,0.0017930639764839,0.0001916672874041,0.0001959615196868,0.0001095488243311,0.0026592780093506,0.0003563856117657,0.0003923283859922,0.0001,0.0001624789896932,8.883564121897095e-05,Medium,30.27,"Mg helps refine grains, reducing cracking tendency."
0.8695203043994353,0.0662,0.0227,0.0281,0.0044647045830997,0.0010465546882773,0.0017737934773479,5.1823515721608026e-05,0.0001197514276289,0.0001112683372112,0.0042901489716926,0.0005802422920541,0.000410684222782,0.0004,5.359193979057253e-05,0.0001771321449582,Medium,30.3,"High Zn can contribute to segregation but strengthens alloy. Mg helps refine grains, reducing cracking tendency."
0.85,0.097535312735235,0.0652491737148138,0.013420817487159,0.0046254175403789,0.0010849174444823,0.0013559146199582,0.0001059683927633,7.031893051920363e-05,0.0001706248347475,0.0046576477836998,0.0007620968028152,0.0002389108156122,0.0004285029218688,0.0001510634344676,0.0001116716504719,Very High,30.48,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.8871346671424236,0.0623,0.0161,0.0244,0.0019151926619664,0.0015018600286747,0.0015440309270806,0.0001384180984227,0.0001890685672796,0.0001835576481282,0.0030136690834194,0.0003103408737193,0.0002107617949511,0.0007,0.000193443782227,0.0001649893917068,Medium,30.26,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.8854092067555678,0.0569,0.0279,0.0221,0.0013906884560255,0.0005428454884114,0.0015871501572931,0.0001970553111413,0.000103297962271,0.0001690727155862,0.0019893924069727,0.0007130060685684,0.0001604987314939,0.0005,0.0001423131169731,0.000195472829695,Medium,30.28,Balanced composition with moderate crack susceptibility.
0.8767604813842949,0.0602,0.0225,0.0289,0.0040464784613148,0.0017455916019038,0.0018213061387983,5.960095199129314e-05,0.0001265871136189,0.0001776726103138,0.0024523291855945,0.0003749718795922,0.0002391765646328,0.0003,0.000132336444746,0.0001634676631983,Medium,30.29,"High Zn can contribute to segregation but strengthens alloy. Mg helps refine grains, reducing cracking tendency."
0.8967293597347497,0.0380003728369621,0.011368856300688,0.0387389007756251,0.0045610551355636,0.0017664888009536,0.0011730404339337,0.0001135002716229,0.0001806032683186,0.0001345839381583,0.0042764092706967,0.0007565574057871,0.0002501319631678,0.0015974131021703,0.0001654619934285,0.0001872647681735,Very Low,30.22,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.8844513838320752,0.0698,0.012,0.021,0.0045702359939599,0.0017326102336729,0.000898400063883,8.725643905547003e-05,0.0001693889580715,7.149221880539616e-05,0.0042248051191722,0.000602005075633,0.0001333856339957,0.0,9.536994761922048e-05,0.0001636664840562,Medium,30.26,High Zn can contribute to segregation but strengthens alloy.
0.8872783847738819,0.0606,0.0108,0.0295,0.0035336150260416,0.0008376592545398,0.0013894099022625,7.989055047002012e-05,0.0001051086093045,0.0001401368008488,0.0044943144964271,0.0003997017217523,0.0003617170209299,0.0003,8.72809731391139e-05,9.278087040206211e-05,Medium,30.25,"High Zn can contribute to segregation but strengthens alloy. Mg helps refine grains, reducing cracking tendency."
0.8630406226133869,0.0682,0.0289,0.0294,0.0016974657160199,0.0007885963139914,0.0013099780695737,7.784700573518646e-05,9.215746252503336e-05,0.0001993353350736,0.0049295144676344,0.0003742112251882,0.0004348164500971,0.0002,0.000182957054294,0.0001724982864802,Medium,30.32,"High Zn can contribute to segregation but strengthens alloy. Mg helps refine grains, reducing cracking tendency."
0.8988208124152646,0.0381070128391212,0.0196119056382391,0.0319579113478929,0.0037320270936654,0.0010130615897274,0.001238416784672,0.000149295341719,0.0001740953224605,0.0001096690161393,0.0026349366843923,0.00085663272521,0.000271972430956,0.0010693613008751,8.562249577540761e-05,0.0001672669738893,Very Low,30.23,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.9020434322488252,0.0556,0.0185,0.0156,0.0014538940849623,0.0017203163837617,0.001012808249058,9.337811694439248e-05,6.88229445198726e-05,0.000150876089401,0.0020316113081797,0.0009780491807739,0.0001850577505484,0.0003,8.731876831087656e-05,0.0001744348747142,Medium,30.23,Balanced composition with moderate crack susceptibility.
0.8996215590991359,0.0579,0.0117,0.0243,0.0021393619775098,0.0003819162210686,0.0009005424052541,9.032802715732905e-05,0.0001640863463682,0.0001877596313122,0.001479048527277,0.0001802119889044,0.0002884671595731,0.0004,0.000155756135953,0.0001109624804861,Medium,30.23,Balanced composition with moderate crack susceptibility.
0.85,0.0809060801954408,0.0627018730173528,0.0137461261462647,0.0012774452035006,0.0009001856657205,0.0008563149873858,0.000154196143834,6.051622094618855e-05,7.76688576589825e-05,0.0047844618485345,0.0007533819189867,0.0003916693950197,0.0003503439662856,0.0001721575881003,7.556937673724632e-05,Very High,30.43,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.85,0.0884844401849395,0.0611680849947161,0.0190635438509473,0.0049620205680026,0.0008647247562965,0.0008540756950196,9.845410186311408e-05,0.0001628596823455,7.7791527550031e-05,0.0038890677274226,0.0001892602896284,0.000249821154808,0.0001444789929224,9.74151967320456e-05,7.091753543077403e-05,Very High,30.45,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.901420800556258,0.055,0.0113,0.0219,0.0023968382984506,0.0011823548762202,0.0018073052092285,0.0001258451230132,5.4515580831697845e-05,7.79959909696524e-05,0.0034424801697665,0.0001613550784469,0.0002788222175225,0.0005,0.000181987194009,0.0001696997052828,Medium,30.23,Balanced composition with moderate crack susceptibility.
0.85,0.099398287956292,0.0576178171326204,0.018421189231357,0.0022801984041224,0.0011882673078455,0.0014957067914327,0.0001622275868073,0.0001766318487929,0.0001984258000076,0.0026856982023699,0.0007711604044581,0.000370848255894,0.0004353314818844,0.0001889089339727,0.0001022077933215,Very High,30.47,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.8959185032243384,0.0604,0.0149,0.0204,0.0030060651787487,0.001035787203756,0.0006573952676272,0.0001732082544351,0.0001897332371464,0.0001372604971131,0.001599669709395,0.0003838662061732,0.0003402604266193,0.0006,0.000174128554093,8.4122240554031e-05,Medium,30.24,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.9146245966264284,0.0225497732466396,0.0184645229173451,0.0339728729056036,0.0014447899292246,0.0018656906858641,0.0005455805895452,0.0001912537979987,8.472128206479473e-05,0.0001799634775309,0.0026750820995682,0.0009985127602536,0.0003321870403974,0.0017972953657795,0.0001175525578671,0.0001556047178887,Very Low,30.19,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.8955191506630754,0.0586,0.0163,0.0215,0.0020071291833014,0.0004791203678264,0.0010217138118532,0.0001881149912695,0.0001862651827819,7.018644006561617e-05,0.0022883166623327,0.0008578299649387,0.0003163175019942,0.0005,9.69379322043234e-05,6.891729835631158e-05,Medium,30.25,Balanced composition with moderate crack susceptibility.
0.85,0.092234414924687,0.061087081050228,0.0141960006242779,0.002544410551203,0.001286151018938,0.0006973515276908,0.00014545614223,0.0001032346525229,0.0001499782965039,0.0032385613252328,0.0009436492598474,0.0001174956289235,0.0001990923958004,0.0001453467982928,0.0001985427755877,Very High,30.45,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.8883832103972944,0.0504,0.0298,0.0214,0.0042087879230161,0.0007777076481448,0.000665711169697,0.0001947523054181,0.0001500818505791,0.000196872733265,0.0027498996880949,0.0001859817824512,0.0002034483339552,0.0005,8.309765894326228e-05,0.0001004485091405,Medium,30.27,Balanced composition with moderate crack susceptibility.
0.8899757147426507,0.0554,0.0238,0.019,0.0031949351574663,0.0016143411856617,0.0011392719533539,7.405481091796148e-05,5.1542674390353805e-05,6.582251411915535e-05,0.0040409114395587,0.0002368223678157,0.0004015847614387,0.0007,0.0001128454660669,0.0001921529265596,Medium,30.26,Cr enhances grain boundary strength and reduces cracking.
0.8903034042648682,0.0581,0.0206,0.0239,0.001163100566219,0.0015556156788249,0.0005095788075752,0.0001646661092113,5.374574931755744e-05,9.723776668833436e-05,0.0017462680962052,0.0002047297580969,0.0003704710248301,0.001,0.0001506519470799,8.053023108303447e-05,Medium,30.26,Cr enhances grain boundary strength and reduces cracking.
0.9119051950970934,0.0259424343124635,0.0171904590518424,0.0356640464029689,0.001752484638895,0.0009741412593829,0.0006097938856526,0.0001824372224778,5.769407734718234e-05,0.0001694365414184,0.0033609226674763,0.0002218186740499,0.0002546162027292,0.001476050402199,0.000147269683535,9.119988046818582e-05,Very Low,30.2,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.9133270973224032,0.0204654387147165,0.0184487531096945,0.0381446848258893,0.002275902521175,0.0011097707466118,0.0018061248519087,0.0001667037864716,0.0001128774313853,0.0001224941427449,0.0016246103894647,0.0005880134849426,0.0002101524697021,0.0012818547747734,0.0001464192605759,0.0001691021675398,Very Low,30.19,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.85,0.0861905523257265,0.0607219273268824,0.0181379501970694,0.0014124954753437,0.0005173735620781,0.0007505628618514,6.008838709510518e-05,0.0001146952559511,6.849256689484203e-05,0.0018315450205841,0.0005988038627188,0.0002362416666325,0.0003738924690215,5.090705647759677e-05,8.659929535287085e-05,Very High,30.44,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.8741694780885044,0.0692,0.0208,0.0241,0.0044682892743204,0.0016718413345027,0.00166977648334,0.0001585165493532,0.0001015936529836,7.27148471554945e-05,0.0015099546493279,0.0009028762200462,0.0002950668274485,0.0007,8.52131632587457e-05,9.46789097585317e-05,Medium,30.3,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.902538207995212,0.0596,0.0104,0.0189,0.0013079196393151,0.0004065723567571,0.0007308438595097,0.0001419937527331,0.0001954889788017,0.0001365321801966,0.0037615793145174,0.000586010723144,0.000493408589086,0.0005,0.0001065014660644,0.0001949411446622,Medium,30.22,Balanced composition with moderate crack susceptibility.
0.8736796709273162,0.058,0.0295,0.0232,0.004854479908357,0.0016789104088869,0.0018812717717235,0.0001805790449404,0.0001103609388948,0.0001376814669889,0.0046258884438581,0.0007842608408099,0.0003395914032708,0.0008,0.0001087716341925,0.0001185332107605,Medium,30.3,Cr enhances grain boundary strength and reduces cracking.
0.8828827324813053,0.0643,0.0222,0.0196,0.0011475477894181,0.0009120857920316,0.0018179449795327,0.0001052673379874,7.317383060073888e-05,0.0001474682070146,0.0045621091229595,0.0007797433784471,0.0004286547590841,0.0007,0.000161296659427,0.0001819756621912,Medium,30.28,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
0.8905138345285587,0.0581,0.0165,0.025,0.0040431401944675,0.0012392516445934,0.0014116051923182,0.0001098552976463,0.0001351590976896,0.0001217792554879,0.0017275203375965,0.0002155548605087,0.000181506583651,0.0004,0.0001256683912504,0.0001751246162312,Medium,30.25,Balanced composition with moderate crack susceptibility.
0.8849821414196093,0.0558,0.0292,0.0208,0.0015795794883648,0.0009286825351782,0.0015462071925039,0.0001558191245425,0.0001741329578411,0.000156820556882,0.0033473644720835,0.0003368013129197,0.0003848056081323,0.0003,0.0001213213572849,0.0001863239746575,Medium,30.28,Balanced composition with moderate crack susceptibility.
0.9006222933778724,0.0340731571876004,0.01855460584011,0.0347417382908732,0.0046214025678242,0.0015899196313874,0.0018635487809984,9.04267793438409e-05,0.0001513734387656,0.0001162750557202,0.001727712521981,0.0002483333341564,0.0003234569585801,0.001097834160651,7.227601724655212e-05,0.0001056460568888,Very Low,30.22,"Mg helps refine grains, reducing cracking tendency. Cr enhances grain boundary strength and reduces cracking."
0.85,0.0872478779823326,0.068296918021362,0.0158058835027804,0.0044743965127578,0.0012555237504843,0.0011103619410843,0.0001501640887404,5.6038700451384816e-05,7.381051450614643e-05,0.0021884868624927,0.000426011897487,0.0001157838131563,0.0003529057151678,0.0001572687529725,0.0001787484408318,Very High,30.47,High Cu increases crack susceptibility due to wider solidification range. High Zn can contribute to segregation but strengthens alloy.
0.8844073892682062,0.06,0.0211,0.0258,0.001254233401144,0.0010638945614673,0.0018186774613432,0.0001381378806664,0.0001789692012217,0.0001620617400693,0.00231500644115,0.0005470901729732,0.0004636880823446,0.0005,0.0001648787965827,8.597299283098853e-05,Medium,30.27,"Mg helps refine grains, reducing cracking tendency."
0.8833358460437808,0.058,0.0257,0.019,0.0047132742503509,0.0016282471547704,0.0014393304824471,7.575408615581743e-05,8.186709157932096e-05,0.0001902094873232,0.0045982982930982,0.0005332097364717,0.0003085782756174,0.0002,5.807457873626886e-05,0.0001373105196686,Medium,30.27,Balanced composition with moderate crack susceptibility.
0.8869586593771899,0.0521,0.0256,0.0247,0.0043412099823569,0.0008020125118721,0.0017269505361785,0.0001236643594074,0.0001157267919872,0.0001083089521814,0.0016114365567373,0.0008662824619705,0.000491641975206,0.0001,0.0001564083232736,0.0001976981716386,Medium,30.27,Balanced composition with moderate crack susceptibility.
0.8961743849380441,0.0513,0.0268,0.0151,0.003143098736299,0.001452282440527,0.0016152623844374,0.0001253946863945,5.5236732898433576e-05,0.0001069968618448,0.0019489071669439,0.0005472671346152,0.0004365790212339,0.0009,0.0001743063475727,0.0001202835491886,Medium,30.25,Cr enhances grain boundary strength and reduces cracking.
0.8901689790139062,0.0607,0.0171,0.0203,0.0041195021834304,0.0016139665191893,0.0006951293601959,0.0001089096114907,8.982446111436085e-05,0.0001425658916642,0.0029245604074192,0.0005945765823055,0.0002521602195881,0.0009,0.0001974109311365,9.24148185590148e-05,Medium,30.26,High Zn can contribute to segregation but strengthens alloy. Cr enhances grain boundary strength and reduces cracking.
